authors,created,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
Philipp Sumi,2011-11-20T12:54:30.337Z,"It does not just rely on the Windows Forms NotifyIcon component, but is a purely independent control which leverages several features of the WPF framework in order to display rich ToolTips, Popups, context menus, and balloon messages. It can be used directly in code or embedded in any XAML file.",Hardcodet.Wpf.TaskbarNotification,False,2013-11-23T09:41:02.883-08:00,False,False,This is an implementation of a NotifyIcon (aka system tray icon or taskbar icon) for the WPF platform.,"taskbar,tray,wpf,notifyicon",27093,False,1.0.4
Maverick Solutions,2015-05-12T14:18:00.093Z,"Reactive container, collection and persistent disk cache.",DotNetEx.Reactive,False,2016-02-02T00:52:18.383-08:00,True,False,,".NET,Reactive,Cache",9804,False,0.8.3
Wonde Tadesse,2014-12-02T02:41:50.61Z,"A library that extends ASP.NET Web API Documentation. For usage, see the project link at www.codeproject.com http://www.codeproject.com/Articles/838277/Web-API-Documentatio",WebAPI-DocumentX,False,2014-12-01T18:41:50.61-08:00,True,False,A library that extends ASP.NET Web API Documentation.,"Asp.Net,WebAPI,AspNetWebAPI",1049,False,1.0.1
"Microsoft Open Technologies,Inc.",2015-04-24T19:57:05.977Z,Provides types that provide support for OpenIdConnect protocol.,Microsoft.IdentityModel.Protocol.Extensions,True,2015-07-27T17:50:01.043+00:00,True,False,,,4712706,True,2.0.0-beta4-204171524
andrej chanturidze,2015-05-07T09:58:35.197Z,ASP.NET 5 middleware that enables an application to support Yandex's OAuth 2.0 authentication workflow.,Chandrush.AspNet.Authentication.Yandex,False,1899-12-31T16:00:00-08:00,False,False,,"asp.net,mvc,yandex,oauth",1030,False,1.0.1
Davyd McColl,2015-05-12T13:07:37.97Z,Helpers for testing when using PeanutButter.DatabaseHelpers,PeanutButter.DatabaseHelpers.Testability,False,2018-04-10T14:15:39.957+00:00,True,False,"If you're using NSubstitute to test your project and you're using PeanutButter DatabaseHelpers' sql statement
      builders, you may wish to test against the interfaces for these builders. However, doing so is more work than
      it would seem at the outset as each call into the builder returns the builder so when you're trying to do
      Received() asserts against the Nth call, NSubstitute doesn't know that the call was done against the original
      substituted object. The BuilderFaker helper produces fake builders which you can use to test the behaviour of
      your applications instead of having to test sql strings",,49336,False,1.0.97
Penshurst Inc.,2015-05-12T13:33:42.477Z,Markout Output Renderer,Markout.Output.Inlines,False,2016-10-31T10:55:18.84-07:00,True,False,,,1459,False,1.0.0
Jeff Lindborg,2015-05-12T21:45:26.877Z,"Provides .NET wrappers around the REST API's for Unity Connection including CUPI, CUMI and CUTI interfaces.  Vastly simplifies provisioning applications for Unity Connection applications including handling the signficant security/authentication changes made in the 10.0 release.",Cisco.UnityConnection.RestSdk,False,2016-10-20T11:21:58.943-07:00,True,False,"Provides .NET wrappers around the REST API's for Unity Connection including CUPI, CUMI and CUTI interfaces.","CUPI,CUMI,CUTI,Cisco,Unity,Connection,UnityConnection,Rest,SDK,RestSdk",8362,False,3.0.52
Exclr8 Business Automation,2015-05-12T13:06:35.517Z,The core modules required to build CloudCore-based system.,CloudCore.Core,False,2018-04-10T10:17:12.883+00:00,True,False,,,74473,False,2015.5.12.1501
bhuvak,2015-05-12T16:54:41.647Z,My package description.,UnlistedPackageB,False,1899-12-31T16:00:00-08:00,False,False,,,-1,False,1.0.0
