authors,created,days_abandoned,days_alive,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
camle,2016-03-10T10:09:42.36Z,43209,771,Business objects application framework.,Worm,False,1899-12-31T16:00:00-08:00,False,False,,,44856,False,1.0.479
Paket team,2016-03-10T12:16:12.853Z,2,771,A package dependency manager for .NET with support for NuGet packages and GitHub repositories.,Paket,False,2018-04-18T10:23:50.3+00:00,True,False,A package dependency manager for .NET with support for NuGet packages and GitHub repositories.,"nuget,bundler,F#",834968,False,2.51.12
Concode AB,2016-03-10T06:43:06.23Z,247,771,SharedLibrary PCL for Dox,Concode.Dox.SharedLibrary,False,2017-08-16T18:28:17.57+00:00,True,False,,,19082,False,2.3.7
Codetuner,2016-03-10T12:14:54.5Z,36,771,.NET librry for Web Applications.,Arebis.Web,False,2018-03-15T00:21:41.133+00:00,True,False,,".NET,library",1124,False,1.0.0
Esun Kim,2015-11-13T08:37:12.517Z,651,889,TrackableData,TrackableData.MsSql,True,2016-07-07T19:39:46.3-07:00,False,False,,"trackable,data",2082,False,0.2.0-alpha1
Esun Kim,2015-11-13T08:36:35.19Z,651,889,TrackableData,TrackableData,True,2016-07-07T19:37:51.133-07:00,False,False,,"trackable,data",3182,False,0.2.0-alpha1
Orthogonal Programming,2016-03-05T22:01:54.493Z,308,776,"A library of reusable utility classes related to Azure Storage. The library is not specifically designed for general public use, but is published anyway in case it may be of interest or use to the .NET programming community. The package is used by some live applications. For more information follow the project url link to the Bitbucket repository with source code, Wiki pages and source documentation.",Orthogonal.Common.Azure,False,2017-06-16T01:35:47.593-07:00,True,False,A library of miscellaneous utility classes related to Azure processing.,orthogonal,471,False,1.5.8
Codetuner,2016-03-10T12:11:40.167Z,37,771,.NET library for using databases and Entity Framework.,Arebis.Data,False,2018-03-14T22:46:58.817+00:00,True,False,,".NET,library",1015,False,1.0.0
Esun Kim,2016-03-10T00:45:17.267Z,651,771,TrackableData,TrackableData.Sql,True,2016-07-07T19:40:50.2-07:00,False,False,,"trackable,data",1485,False,0.2.0-alpha7
Hibernating Rhinos,2016-03-10T05:23:43.547Z,43209,771,RavenDB 'Authorization' bundle client extend RavenDB and add document level permissions.,RavenDB.Client.Authorization,True,1900-01-01T00:00:00+00:00,False,False,,"nosql,ravendb,raven,document,database,client,bundles,authorization",168504,True,3.0.30077-Unstable
Administrator,2016-03-10T09:20:03.38Z,771,771,沃达互动科技,Vooda.Net.Core,False,2016-03-10T09:20:03.38+00:00,True,False,,,316,False,1.0.0
Jeff Gosling,2016-03-10T14:05:16.04Z,758,771,C# .Net library to simplify server-side calls to the Urban Airship API Version 3,UrbanAirSharp.Mk2,False,2016-03-23T22:09:12.083+00:00,False,False,,"UrbanAirShip,UrbanAirSharp,Urban,Airship,Push,Notification",6742,False,1.2.1
Tlaster,2016-03-10T14:19:22.713Z,455,771,Weibo Api library that support most of the official Api and have full document support,OpenWeen.Core,False,2017-01-19T18:44:08.207-08:00,True,False,Another Weibo Api Library,Weibo,4640,False,1.0.3
Daniel Hindrikes,2015-11-10T06:57:44.303Z,585,892,Extends the navigation service in MvvmLight with a OpenModal method.,MvvmLightNavigationServiceExtension,True,2016-09-12T20:10:05.963+00:00,False,False,MIT license,,1426,False,0.1.0-pre2
