authors,created,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
Media Browser Team,2014-10-08T17:02:36.07Z,Contains common model objects and interfaces used by all Media Browser solutions.,MediaBrowser.Common,False,2018-04-14T14:59:42.14+00:00,True,False,,,143598,False,3.0.464
Davyd McColl,2014-10-08T14:44:22.677Z,This is the random value generators slice of the PeanutButter mini-suite,PeanutButter.RandomGenerators,False,2018-04-10T14:15:38.393+00:00,True,False,"RandomGenerators helps you with testing by providing random values not only for simple types
      such as strings and numerics, but also with more complex types using GenericBuilder",,50051,False,1.0.79
Alex Chi,2014-10-08T15:54:45.953Z,My package description.,potato,False,1899-12-31T16:00:00-08:00,False,False,,,-1,False,0.0.1
eric_swann,2014-10-08T16:19:28.35Z,An easy Autofac extension for registering nodes in Banzai.,Banzai.Autofac,False,2015-07-01T11:43:03.357-07:00,True,False,An easy Autofac extension for registering nodes from an assembly,"Banzai,Pipeline,Dataflow,Workflow,Autofac",10697,False,1.0.12
QuatroDev,2014-10-08T12:44:32.533Z,Simplr WebApi,Simplr.Core.WebApi,True,2014-12-09T08:05:04.52-08:00,True,False,,,3332,False,1.0.0-alpha-2
Ben McCallum,2014-10-08T13:26:55.59Z,"A library of core helpers, extensions, constants, enums and other useful things for Sitecore CMS projects.",CoreSitecore,False,2016-04-07T23:50:03.02-07:00,True,False,,"Core,Web,Sitecore,CMS,API,Library,Extensions,Helpers,Common",4000,False,1.0.0
Mathieu.Kempe,2014-10-08T23:31:51.68Z,A siftscience client,SiftScienceNet,False,2017-09-29T00:39:38.107+00:00,True,False,A siftscience client,,4418,False,1.0.3
Sam Harwell,2014-10-09T01:17:44.427Z,"This package provides the Visual Studio ""Data"" reference assemblies used by Visual Studio 2010 and newer.

      Microsoft.VisualStudio.Data.dll
      Microsoft.VisualStudio.Data.Core.dll
      Microsoft.VisualStudio.Data.Framework.dll
      Microsoft.VisualStudio.Data.Services.dll",VSSDK.Data.10,False,2014-11-21T04:40:08.827-08:00,True,False,Visual Studio (Data) for Visual Studio 2010+,"vssdk,vs2010,vs2012,vs2013",43,False,10.0.3
Sam Harwell,2014-10-09T01:20:59.523Z,"This is a metadata-only package used as a dependency for reference packages and extensions that target *only* Visual Studio 2008.

      If you find this package installed in an extension that is supposed to target any other version of Visual Studio, use NuGet to uninstall the package and it will report the specific dependencies that are causing the incompatibility.",VSSDK.IDE.9Only,False,2014-11-21T05:11:46.347-08:00,True,False,Visual Studio 2008 Only,"vssdk,vs2008",942,False,9.0.3
Nicholas Blumhardt and Contributors,2014-10-08T19:07:59.157Z,"Sprache is a simple, lightweight library for constructing parsers directly in C# code.",Sprache,False,2018-03-06T06:28:13.27+00:00,True,False,,"Parser,Parsers,Monad",186843,False,2.0.0.44
