authors,created,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
Oystein Bjorke,2015-01-14T18:48:02.58Z,OxyPlot is an open source plotting library for .NET. This package contains the custom control for Windows Phone Silverlight apps.,OxyPlot.WP8,True,1899-12-31T16:00:00-08:00,False,False,,"wp8,windows,phone,8,windowsphone,winphone,plotting,plot,charting,chart",61366,False,2015.1.682-alpha
Beanstream Internet Commerce,2015-01-14T22:55:02.62Z,"Provides easy access to the Beanstream Payments, Reporting, and Profiles APIs.",Beanstream,True,2016-11-02T16:12:05.56-07:00,True,False,,,6300,False,1.0.0-SNAPSHOT
TrafficNet,2015-01-14T21:54:06.53Z,Suport for Unity,UnitySupport,False,1899-12-31T16:00:00-08:00,False,False,,"Unity,Support",-1,False,1.0.0
Invenietis,2015-01-14T13:32:19.367Z,"This small library implements a recursive descent parser that handles javascript expressions.
Its goal is not to evolve as a full javascript runner but to be an alternative to heavier solutions
when the only need is to rely on expressions (that may interact with plain .Net objects).
Typical use is for (clean) databinding (think to Angular.js expressions).",CK.Javascript,False,2015-01-14T05:32:19.367-08:00,True,False,Super light (51KB) Javascript-like expression interpreter in C#.,,1257,False,1.2.1
Oystein Bjorke,2015-01-14T17:53:45.107Z,OxyPlot is an open source plotting library for .NET. This package contains the custom control for Windows Forms.,OxyPlot.WindowsForms,True,1900-01-01T00:00:00+00:00,False,False,,"winforms,plotting,plot,charting,chart",161215,False,2015.1.680-alpha
https://github.com/shanewalters/qif,2015-01-14T15:59:48.837Z,Quicken Interchange Format API (.NET Managed Wrapper),QifApi,False,2017-05-02T21:17:34.857-07:00,True,False,,,3109,False,1.0.5492.28779
Liquid Data Intelligence,2015-01-15T01:38:44.193Z,Liquid is a one-stop shop mobile analytics and personalization platform - publishers can dynamically personalize their apps without changing the code.,Liquid,True,2015-01-27T04:29:38.647-08:00,True,False,,,543,False,0.1.0-beta
Kristian Hellang,2015-01-14T17:11:41.043Z,An MSBuild task that generates a strongly typed helper class for resource files with support for string formatting.,ResourceHelperGenerator,False,2015-06-19T02:23:32.007-07:00,True,False,,"resource,generator,strongly,typed",3330,False,0.2.0
John Rummell,2015-01-14T19:26:10.01Z,Adds a post build event that removes MiniProfiler.pdb from your project's output. See http://stackoverflow.com/a/25853921/26226.,MiniProfilerContrib.EFMigrationsFix,False,2015-06-15T07:45:38.787-07:00,True,False,,"miniprofiler,ef,entity-framework",4887,False,1.0.2
Grid Protection Alliance,2015-01-14T22:12:35.15Z,"Library of core security framework for implementing role-based security with integrated Active Directory, local account and database style authentication across various .NET application types.",GSF.Security,True,2018-04-16T17:34:18.297+00:00,True,False,Library for implementing role-based security across various .NET application types.,"Security,Roles,Groups,Principal,Identity,User,LDAP,ActiveDirectory,Providers",70079,False,2.1.5-beta
