authors,created,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
MindFusion,2015-03-18T11:47:30.913Z,"MindFusion.Gauges is set of two gauge components - linear and oval, with many customization options.",MindFusion.Gauges,False,2015-03-18T04:47:30.913-07:00,True,False,,"chart,gauge,dashboard,.NET,control",618,False,1.0.0
Essential Objects,2015-03-18T02:33:38.473Z,"EO.Pdf for .NET is a set of .NET components for you to easily create, read or modify PDF file in your Microsoft.NET application (both ASP.NET Web application and traditional Windows application). It also includes a powerful HTML to PDF converter that can handle almost everything a Web browser can handle.",EO.Pdf,False,2018-04-13T14:04:23.567+00:00,True,False,"EO.Pdf for .NET is a set of .NET components for you to easily create, read, modify PDF file and convert HTML to PDF in your Microsoft.NET application.","EO.Pdf,HTML,to,PDF,for,.NET,API",126657,False,6.0.33
Philip Trettner,2015-03-18T20:23:55.977Z,"C#/.NET math library for small vectors and matrices.

Supported types: vec2, vec3, vec4, mat2, mat3, mat4, non-quadratic mats.

Supported base types: int, uint, long, float, double, decimal, complex, long, bool, generic T.

Supports swizzling, operator overloads, numerous functions.

Supports serialization and marshalling.

The naming and behavior is inspired by the excellent OpenGL Mathematics lib by Christophe Riccio.

This library is MIT-licensed.",GlmSharp,False,2016-06-29T08:05:30.04-07:00,True,False,Open-source semi-generated GLM-flavored math library for .NET/C#,"glm,C#,math,.NET,linear,algebra,glsl,opengl,vec,mat,quat",3521,False,0.9.4
Apcurium,2015-03-18T12:34:27.723Z,Localization file generator for your Xamarin iOS / Android,Resxible,False,2017-01-24T08:04:17-08:00,True,False,resxible is a simple tool to generate automatically several platform-dependent resource files from a single RESX file.,"xamarin,ios,android,i18n,localization,resx",2467,False,1.0.0
Stian Hanger,2015-03-18T13:48:28.577Z,A lightweight library for OAuth2 authentication.,OAuth2.NET,False,2015-03-18T07:08:31.317-07:00,True,False,,,882,False,1.0.0
Exceptionless,2015-03-18T06:06:15.797Z,NLog target that sends log entries to Exceptionless. Exceptionless is a cloud based error reporting service that sends your exceptions to http://exceptionless.io and provides aggregated views and analytics.,Exceptionless.NLog,False,2018-02-15T14:19:55.187+00:00,True,False,,"NLog,Target,Exceptionless,Error,Report,Reporting,Exception,Logging,Log,ELMAH",30688,True,2.0.1261
Nick Floyd,2015-03-18T15:48:34.78Z,Go to New Relic to sign up and get your license key at http://newrelic.com or you can get a license key through the Windows Azure management portal via Add-On store.,NewRelic.Azure.WebSites,False,2018-03-07T23:37:48.707+00:00,True,False,This package will add all of the resources needed to profile your Windows Azure Web Site. For more information on this package visit: https://newrelic.com/docs/dotnet/azure-web-sites,,308742,False,4.1.136
Shayne van Asperen,2015-03-17T23:51:53.163Z,A set of utility classes for easily configuring and managing multiple session factories,NHibernate.Sessions,False,2015-11-24T06:23:09.107-08:00,True,False,,NHibernate,1040,False,1.0.0
Dolittle,2015-03-18T06:06:49.16Z,Support for Unity for Bifrost,Bifrost.Unity,False,2016-01-06T12:25:23.307-08:00,True,False,,"MVVM,LOB,CQRS",5047,False,1.0.0.18
metasong,2015-03-18T05:56:40.717Z,core lib from Metaseed for desktop wpf application development,Metaseed.MetaCore,False,2016-01-20T21:09:46.37-08:00,True,False,core lib from Metaseed for desktop wpf application development,,3988,False,2.0.3
Oleg Tarasov,2015-03-18T13:35:12.2Z,WPF helper part of NotLimited framework.,NotLimited.Framework.Wpf.Internal,False,1899-12-31T16:00:00-08:00,False,False,,,-1,False,1.0.10
Dolittle,2015-03-18T06:07:45.19Z,Support for Web applications for Bifrost,Bifrost.Web,False,2017-04-27T12:26:51.54-07:00,True,False,,"MVVM,LOB,CQRS",12496,False,1.0.0.18
Oskar Gewalli,2015-03-18T22:32:43.513Z,Alternative constructions in c# to do things that may look clumsy in regular code,With,False,2018-04-11T12:30:38.39+00:00,True,False,,,11455,False,0.4.11
Anton Lisney,2015-03-18T11:12:52.847Z,Simple .NET wrappers for Fhirbase,Fhirbase.Net,True,2015-06-19T06:27:46.01-07:00,True,False,,"fhir,hl7,postgress,fhirbase",2114,False,1.0.1-alpha
latticework,2015-03-18T08:01:08.223Z,latticework.cs,latticework.cs,False,2013-07-22T14:32:56.307+00:00,True,False,,,309952,False,0.0.816
Jon Iles,2015-03-18T14:44:17.257Z,"MPXJ is an open source file handling library for Java and .Net to read and write Microsoft Project MPX and MSPDI XML files, Planner files, Primavera XER files and databases, and MPP, MPT, and MPD files for Project 98, 2000, 2002, 2003, 2007 and 2010. This version provides properties and C#-style method names, rather than Java style getters, setters, and method names.",net.sf.mpxj-for-csharp,False,2018-04-16T08:57:34.91+00:00,True,False,,,18946,False,4.7.6
Microsoft,2015-03-18T14:41:47.687Z,Provides Microsoft Azure SQL Database management operations for Microsoft Azure,Microsoft.Azure.Management.Sql,True,2018-03-19T21:18:57.293+00:00,True,False,Provides Microsoft Azure SQL Database management operations for Microsoft Azure.,"Microsoft,""Microsoft,Azure"",Azure,sql,database,""SQL,database"",REST,HTTP,client,azureofficial,windowsazureofficial",101791,True,0.19.0-prerelease
Luke,2015-03-18T21:08:19.553Z,Contains common components shared by Media Browser Theater and Media Browser Server. Not intended for plugin developer consumption.,MediaBrowser.Common.Internal,False,1900-01-01T00:00:00+00:00,False,False,,,127900,False,3.0.591
