authors,created,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
Steven Bey,2012-07-03T15:24:30.33Z,SQL Server ErrorLog Provider for ELFAR (MVC+WebApi).,elfar.combined.sqlclient,False,2012-07-03T16:03:15.99-07:00,True,False,,"elfar,mvc,webapi,sqlclient,error,logging,unhandled,exceptions",1693,False,1.2.4566.21080
Steven Bey,2012-07-03T14:39:40.733Z,SQL Server CE ErrorLog Provider for ELFAR.,elfar.sqlserverce,False,2012-07-03T16:29:53.08-07:00,True,False,,"elfar,mvc,sqlserverce,error,logging,unhandled,exceptions",3593,False,1.2.4567.26293
Microsoft,2012-07-03T21:47:41.893Z,Noodles transforms your object model into a web app. This assembly contains stuff to make Noodles work with ASP MVC,Noodles.Web,False,1899-12-31T16:00:00-08:00,False,False,,,-1,False,1.1.271
Chris Eldredge,2012-07-02T19:05:48.047Z,Execute LINQ queries on Lucene.Net complete with object to Document mapping.,Lucene.Net.Linq,False,2016-06-22T12:22:53.387-07:00,True,False,Provides LINQ IQueryable interface over a Lucene.Net index.,"lucene.net,lucene,linq,odata,search,nosql",42490,False,1.0.33
Jonathan Oliver,2012-07-04T17:50:54.357Z,Additional messaging provider for NanoMessageBus using RabbitMQ messaging infrastructure.,NanoMessageBus.RabbitMQ,False,2016-05-31T09:44:28.727-07:00,True,False,RabbitMQ messaging adapter for NanoMessageBus.,"messaging,service,bus,servicebus,nano,message,nanomessagebus,nmb,messages,amqp,rabbit,rabbitmq",11958,False,2.0.20
Richard Dingwall,2012-07-02T22:28:04.097Z,"A library for serializing ADO.NET DataTables and DataReaders into an efficient, portable binary format. Uses Marc Gravell's Google Protocol Buffers library, protobuf-net.",protobuf-net-data,False,2018-04-13T18:18:44.64+00:00,True,False,,"binary,serialization,protocol,buffers,protobuf,deserialization,ADO.NET,ado,data,database",46836,False,2.0.5.480
Joseph Daigle,2012-07-03T06:39:26.707Z,NServiceBus transport for SQL Server Service Broker. Part of NServiceBus-Contrib.,NServiceBus.Unicast.Transport.ServiceBroker,False,2012-07-23T06:47:45.873-07:00,True,False,,"SSB,ServiceBroker,ITransport,NServiceBus,NServiceBus-Contrib,.NET",2547,False,3.2.4
Steven Bey,2012-07-03T23:02:46.967Z,Access ErrorLog Provider for ELFAR.,elfar.combined.access,False,1899-12-31T16:00:00-08:00,False,False,,"elfar,mvc,webapi,access,error,logging,unhandled,exceptions",1801,False,1.2.4567.26288
Ufuk Hacıoğulları,2012-07-03T19:59:27.54Z,WcfClientBase contains a simple base class that encapsulates WCF service calls.,WcfClientBase,False,2013-01-01T10:44:40.64-08:00,True,False,"WcfClientBase introduces an abstract class that handles creating a service client, making the call, closing the channel or aborting it if any exceptions occur. You can also extend exception handling mechanism. At the moment, it doesn't support asynchronous calls. It's thread safe, it can be used with singleton life-cycle to make successive service calls.",wcf,5199,False,0.7.0
The machine project,2012-07-05T06:30:01.913Z,"Machine.Fakes attempts to simplify the usage of such frameworks on top of Machine.Specifications by helping to reduce a lot of the typical fake framwork related clutter code in specifications. If you choose so, Machine.Fakes even helps you to stay mostly independent of a concrete fake framework by providing a little wrapper API and a provider model for fake frameworks.",Machine.Fakes,False,2017-10-15T07:52:22.19+00:00,True,False,A framework for faking dependencies on top of Machine.Specifications.,"tdd,bdd,testing,unittest,fakes,mocks,mspec,mfakes",150276,False,0.5.0
Steven Bey,2012-07-03T14:40:17.827Z,SQL Server ErrorLog Provider for ELFAR (WebApi).,elfar.webapi.sqlclient,False,2012-07-03T16:07:51.423-07:00,True,False,,"elfar,webapi,sqlclient,error,logging,unhandled,exceptions",2895,False,1.2.4567.26293
Steven Bey,2012-07-03T23:52:01.887Z,XML ErrorLog Provider for ELFAR (MVC+WebApi).,elfar.combined.xml,False,2012-07-03T16:52:01.887-07:00,True,False,,"elfar,mvc,webapi,xml,error,logging,unhandled,exceptions",2047,False,1.2.4567.26294
Microsoft,2012-07-03T16:43:53.47Z,"Noodles transforms your object model into a web app. Install this library to customise the cshtml template files, or if you don't want to use the EmbeddedResourceVirtualPathProvider to load your views",Noodles.Templates,False,1899-12-31T16:00:00-08:00,False,False,,,-1,False,1.1.266
Duncan Smart,2012-07-04T18:08:01.843Z,HTTP handlers that transform *.less and *.coffee files into CSS and JavaScript resepectively on the fly.,LessCoffee,False,2014-02-05T04:31:55.457-08:00,True,False,,"less,css,javascript,coffeescript",15025,False,2.1.1
James McKay,2012-07-04T20:59:23.7Z,"Bad Behavior .NET is a .NET port of the original Bad Behavior WordPress plugin.
        It is built as an HTTP module, so you can just drop it into any existing website
        and enable it with a simple change to your web.config file.",BadBehavior.net,True,2012-07-25T11:30:26.523-07:00,True,False,,"web,antispam,spam",1886,False,0.1.0-alpha
MefContrib,2012-07-05T05:42:06.25Z,Managed Extensibility Framework (MEF) interception support using Catle.Core.,MefContrib.Interception.Castle,False,2012-07-05T08:01:43.217-07:00,True,False,Managed Extensibility Framework (MEF) interception support using Catle.Core.,"mef,ioc,di,dependency,injection,mvc,composition,castle",6144,False,1.2.2
Microsoft,2012-07-03T16:59:29.187Z,"Noodles transforms your object model into a web app. Install this library to customise the cshtml template files, or if you don't want to use the EmbeddedResourceVirtualPathProvider to load your views",Noodles.Templates,False,1899-12-31T16:00:00-08:00,False,False,,,-1,False,1.1.268
SYSTEM,2012-07-03T21:19:23.353Z,Black magic event sourcing based object persistence library. Rebuild your object model from the things that have happened to it. An implementation of the MemoryImage/Prevalence pattern,Sourcery,False,2016-06-11T05:06:13.69-07:00,True,False,,,26877,False,1.2.44
kimbirkelund,2012-07-05T10:15:05.477Z,An XML serialization framework.,Sekhmet.Serialization,False,2013-04-17T08:46:46.79-07:00,True,False,,,4767,False,0.9.0.14
