authors,created,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
Fedja Adam,2014-11-03T16:31:49.19Z,Displays the contents of the current Scene hierarchically and allows editing the Scene graph.,AdamsLair.Duality.Editor.Plugins.SceneView,False,2018-01-27T16:04:55.25+00:00,True,False,Displays the contents of the current Scene hierarchically and allows editing the Scene graph.,"Duality,Editor,Plugin,SceneView",18100,False,1.0.3
Fedja Adam,2014-11-03T16:30:57.08Z,A user interface for conveniently managing Duality packages.,AdamsLair.Duality.Editor.Plugins.PackageManagerFrontend,False,2018-03-16T16:48:04.283+00:00,True,False,A user interface for conveniently managing Duality packages.,"Duality,Editor,Plugin,PackageManagerFrontend",20335,False,1.0.7
Serilog Contributors,2014-11-04T01:51:52.833Z,Adds support for specifying how complex types are destructured for logging using attributes.,Serilog.Extras.Attributed,False,2015-03-28T22:56:21.367-07:00,True,False,,"serilog,xml",26413,True,1.4.15
Ixian Corp,2014-11-03T19:26:45.277Z,An Autofac module for the server-side implementation resource embedding engine.,IX.Framework.Engines.Embedding.Implementation.Autofac,False,1899-12-31T16:00:00-08:00,False,False,,"ix,framework,engine,engines,embed,embedding,autofac",-1,False,1.1.3.1
cdmdotnet Limited,2014-11-03T22:15:43.057Z,Components for implementing I.O.C. requirements via Ninject for in-process the event and command bus.,Cqrs.Ninject.InProcess,False,2014-11-03T14:15:43.057-08:00,True,False,,,4808,False,1.500.389.281
Microsoft,2014-11-03T22:16:27.197Z,Provides Microsoft Azure Media Services management functionality.,Microsoft.WindowsAzure.Management.MediaServices,False,2015-01-30T11:48:43.623-08:00,True,False,Provides Microsoft Azure Media Services management functionality.,"Microsoft,""Microsoft,Azure"",Azure,media,encoding,management,""media,services"",services,management"",REST,HTTP,client,azureofficial,windowsazureofficial",166111,True,2.1.1
Mogens Heller Grabe,2014-11-03T21:13:01.67Z,NLog integration for Cirqus,d60.Cirqus.NLog,False,2017-06-14T22:32:50.753-07:00,True,False,,,28298,False,0.43.0
Microsoft,2014-11-03T22:25:37.11Z,"Provides management capabilities for Microsoft Azure Web Sites.  Deploy, configure, debug, and scale your websites using familiar APIs.",Microsoft.WindowsAzure.Management.WebSites,True,2016-04-12T23:07:45.71-07:00,True,False,"Provides management capabilities for Microsoft Azure Web Sites.  Deploy, configure, debug, and scale your websites using familiar APIs.","Microsoft,""Microsoft,Azure"",Azure,web,site,management,""web,sites"",sites,management"",REST,HTTP,client,azureofficial,windowsazureofficial",218542,True,4.1.1-prerelease
Jarek Kardas,2014-11-03T21:13:48.057Z,SquaredInfinity.Foundation,SquaredInfinity.Foundation,False,2016-11-23T06:33:19.483-08:00,True,False,SquaredInfinity.Foundation,,22479,False,1.0.7
cdmdotnet Limited,2014-11-03T21:05:01.283Z,Components for implementing the I.O.C. via Ninject for the Greg Youngs EventStore Cqrs package,Cqrs.Ninject.EventStore,False,2018-03-29T02:27:26.593+00:00,True,False,,,50274,False,1.500.383.277
Serilog Contributors,2014-11-04T01:53:57.16Z,An event enricher for Serilog that adds details of the executing ASP.NET HTTP request. Replaces the deprecated Serilog.Web package.,Serilog.Extras.Web,False,2015-04-07T04:53:48.16-07:00,True,False,,"serilog,logging,aspnet",54867,True,1.4.15
Eben Roux,2014-11-04T09:40:49.07Z,Contains MSBuild tasks used in building Shuttle solutions.,shuttle-core-msbuild,False,1899-12-31T16:00:00-08:00,False,False,,"msbuild,shuttle",-1,False,1.0.13
Fedja Adam,2014-11-03T16:29:50.72Z,Displays the content of the primary text logs of Duality.,AdamsLair.Duality.Editor.Plugins.LogView,False,2018-01-27T16:04:11.777+00:00,True,False,Displays the content of the primary text logs of Duality.,"Duality,Editor,Plugin,LogView",18006,False,1.0.3
