authors,created,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
Matthieu MEZIL,2015-04-23T10:25:21.647Z,https://github.com/MatthieuMEZIL/waqs/wiki,WAQS.RoslynDeploy,False,2015-06-09T22:48:39.577-07:00,True,False,,WAQS,3729,False,1.0.45
Lalit_M,2015-04-23T15:22:55.103Z,My package description.,HWFCore,False,1899-12-31T16:00:00-08:00,False,False,,HWFCore,-1,False,1.34.0
xiangzi,2015-04-23T08:59:48.877Z,All My package description.,Xiang,False,2015-04-23T01:59:48.877-07:00,True,False,,,581,False,1.0.0.3
"Martin Calsyn,Justin Wilson",2015-04-08T12:45:29.433Z,This library provides .Net Micro Framework support for the Molecule.Net 'Oxygen' STM32F411 processor board,IngenuityMicro.Molecule.Oxygen,True,1899-12-31T16:00:00-08:00,False,False,.Net Micro Framework support for the IngenuityMicro Oxygen board running .Net Micro Framework,"NETMF,MicroFramework,IoT,Molecule.Net,Oxygen",-1,False,0.1.0-beta
������,2015-04-23T09:42:18.92Z,BasicPlace,ITOO.BasicPlace.ViewModel,False,2015-07-15T01:50:15.05-07:00,True,False,,,776,False,1.0.0
Oleg Burov,2015-01-27T00:51:32.093Z,"Sitecore CMS extension to output Sitecore Log statements to Microsoft Azure Storage Service using the Block Blobs.

Features:
• Append regular, WebDAV, Search, Crawling and Publishing Sitecore diagnostics
• Based on Azure Storage Services
• Block Blobs are used to store diagnostics as a text data
• Text data is compatible with Sitecore Log Analyzer tool
• Support multiple WebRole Instances and Deployments 
• Clean up out-of-date blobs using Sitecore Agent
• Support Sitecore Log Viewer application to open, download and deleted blobs.",Sitecore.Azure.Diagnostics,False,2016-08-17T01:57:05.77+00:00,True,False,Sitecore CMS extension to output Sitecore Log statements to Microsoft Azure Storage Service using the Block Blobs.,"Sitecore,CMS,Microsoft,Azure,Storage,Blob",1516,False,7.2.0
Art of Quality GmbH,2015-04-23T10:14:19.83Z,Add FileSandboxFeature to your TestFixture (F2F.Testing.NUnit),F2F.Testing.NUnit.Sandbox,False,2016-10-06T14:21:56.727+00:00,True,False,NUnit feature for file sandbox,"aoq,f2f,testing,nunit,file,sandbox",2923,False,1.0.15
Abel Carpio,2015-04-20T08:08:12.673Z,An object to get details from PRIME web service,XmlLoadCommunicator,False,1899-12-31T16:00:00-08:00,False,False,,,-1,False,1.0.3
Art of Quality GmbH,2015-04-23T07:18:18.303Z,The base class TestFixture provides a registry for test features which are automatically disposed after each test case.,F2F.Testing.Xunit,False,2016-10-06T07:21:56.697-07:00,True,False,Enhance xUnit test classes with test features,"aoq,f2f,testing,xunit",5595,False,1.0.13
Art of Quality GmbH,2015-04-23T07:19:49.707Z,Brings an AutoMockFeature which initializes AutoFixture with FakeItEasy.,F2F.Testing.Xunit.FakeItEasy,False,2016-10-06T14:22:30.693+00:00,True,False,xUnit feature for AutoFixture with FakeItEasy,"aoq,f2f,testing,xunit,fakeiteasy",5462,False,1.0.13
skeymeul,2015-04-23T08:02:03.117Z,"Contains:
Microsoft.TeamFoundation.Build.Client.dll
Microsoft.TeamFoundation.Client.dll
Microsoft.TeamFoundation.Common.dll
Microsoft.TeamFoundation.TestManagement.dll
Microsoft.TeamFoundation.WorkItemTracking.Client.dll",BuildScreenTFSPackage,False,1899-12-31T16:00:00-08:00,False,False,Contains TFS dll's for use on a TFS-free client.,"TFS,Team,Foundation,Server,BuildScreen",-1,False,1.0.0
Anwar Javed,2015-04-23T13:26:54.16Z,Lightweight Rest Client library,IX.HttpClient,False,1899-12-31T16:00:00-08:00,False,False,,,-1,False,1.112.53
James South,2015-04-23T09:57:28.86Z,"Image Processor is an easy to use and extend processing library written in C#. Its fluent API makes common imaging tasks very simple to perform.

Methods include; Resize, Rotate, Rounded Corners, Flip, Crop, Watermark, Filter, Saturation, Brightness, Contrast, Quality, Format, Vignette, Gaussian Blur, Gaussian Sharpen, and Transparency.

If you use ImageProcessor please get in touch on my twitter @james_m_south.

Feedback is always welcome.",ImageProcessor,False,2018-04-09T01:22:11.253+00:00,True,False,A library for manipulating image files written in C#.,"Image,Resize,Crop,Rotate,Quality,Watermark,Gif,Jpg,Jpeg,Bitmap,Png,Tiff,Fluent,Animated,EXIF",1205924,False,2.2.4
Art of Quality GmbH,2015-04-23T07:17:31.417Z,Provide a temporary directory and deploy files from Assembly Resources or Network Share with automatic cleanup after each test. Improved for parallel integration tests.,F2F.Testing.Sandbox,False,2015-04-23T00:17:31.417-07:00,True,False,File sandbox for integration tests,"aoq,f2f,testing,file,sandbox",1620,False,1.0.13
Matthieu MEZIL,2015-04-23T10:18:45.873Z,https://waqs.codeplex.com/documentation,WAQS.Server,False,2015-06-09T22:49:34.737-07:00,True,False,http://msmvps.com/blogs/matthieu/archive/2014/04/14/waqs-write-your-code-faster-and-better.aspx,WAQS,5094,False,1.9.2.66
Microsoft,2015-04-23T15:25:45.403Z,Microsoft.AnalysisServices.AdomdClient.dll file from Microsoft SQL Server 2014 Feature Pack,Microsoft.AnalysisServices.AdomdClient,False,1900-01-01T00:00:00+00:00,False,False,,ssas,-1,False,12.0.2000.8
Chartangel LLC,2015-04-23T01:02:33.843Z,Chartangel WP8 Silverlight SDK,Chartangel.WP8.Silverlight,False,2015-05-12T20:42:38.087-07:00,False,False,,"advertise,advertising,monetize,phone,wp,wp8,wp7,wp10,windows,ads,ad",1441,False,1.2.0.5
Art of Quality GmbH,2015-04-23T06:55:36.667Z,The base class TestFixture provides a registry for test features which are automatically disposed after each test case.,F2F.Testing.MSTest,False,2016-10-06T07:21:02.463-07:00,True,False,Basic test features for MSTest,"aoq,f2f,testing,mstest",2847,False,1.0.12
Abel Carpio,2015-04-23T03:23:30.733Z,An object to get details from PRIME web service,XmlLoadCommunicator,False,1899-12-31T16:00:00-08:00,False,False,,,-1,False,1.0.4
"Brock Allen,Dominick Baier",2015-04-23T14:03:44.993Z,"IdentityServer is a framework and a hostable component that allows implementing single sign-on and access control for modern web applications and APIs using protocols like OpenID Connect and OAuth2. It supports a wide range of clients like mobile, web, SPAs and desktop applications and is extensible to allow integration in new and existing architectures.",Thinktecture.IdentityServer3,False,1899-12-31T16:00:00-08:00,False,False,OpenID Connect Provider and OAuth2 Authorization Server Framework.,"Thinktecture,IdentityServer,OpenID,Connect,OpenIDConnect,OAuth2,OWIN,ASP.NET,Katana,WebApi,SSO,Federation,Claims,Identity",-1,False,1.5.0
niaher,2015-04-23T08:27:54.44Z,NuGet package that helps make NuGet packages.,NugetMaker,False,2016-01-18T01:49:58.81-08:00,True,False,,,1139,False,0.0.2
Andre Carlucci,2015-04-23T01:27:09.507Z,AnyCpu version of libpxcclr.cs,libpxcclr.cs,False,2016-11-08T14:42:07.713-08:00,True,False,,"realsense,intel,camera3d,gestures",2673,False,1.0.0
Stian Sandberg,2015-04-23T13:47:26.203Z,Sandberg.Core,Sandberg.Core,False,2016-01-25T01:06:55.91-08:00,False,False,,,1683,False,1.0.2
Oystein Bjorke,2015-04-23T05:06:54.437Z,OxyPlot is a plotting library for .NET. This package targets applications based on GTK#.,OxyPlot.GtkSharp,True,1899-12-31T16:00:00-08:00,False,False,,"gtk,gtk#,plotting,plot,charting,chart",80787,False,2015.1.854-alpha
Oystein Bjorke,2015-04-23T05:09:38.65Z,OxyPlot is a plotting library for .NET. This package targets Windows 8.1 and Windows Phone 8.1 apps.,OxyPlot.Windows,True,1900-01-01T00:00:00+00:00,False,False,,"winrt,win8,metro,plotting,plot,charting,chart",39789,False,2015.1.854-alpha
Asger Hallas,2015-04-23T11:15:31.277Z,A few helpers for a poor man's composition root,Nontainer.Mvc,False,2015-04-23T04:15:31.277-07:00,True,False,,,1469,False,1.0.0
mtranter mhancock,2015-04-23T13:35:32.83Z,Lightweight transactional client for Neo4j,CypherNet.Core,False,2015-04-28T07:33:15.203-07:00,True,False,,"Neo4j,Cypher,Graph,GraphDB,CypherNet,.Net",2079,False,1.0.18
Framework One,2015-04-23T07:19:42.76Z,The modules required to build CloudCore-based web modules.,CloudCorev1.Web,False,1900-01-01T00:00:00+00:00,False,False,,,-1,False,1.0.0
Qsys Sverige AB,2015-04-23T13:22:58.23Z,QuickPick One server component for Apollo 13,QuickPick.One,False,2018-04-09T14:56:23.34+00:00,True,False,,"Apollo,Apollo13,Quickpick,Qsys",130730,False,1.0.15040.40
Chartangel LLC,2015-04-23T01:02:33.843Z,Chartangel WP8 Silverlight SDK,Chartangel.WP8.Silverlight,False,2015-05-12T20:42:38.087-07:00,False,False,,"advertise,advertising,monetize,phone,wp,wp8,wp7,wp10,windows,ads,ad",1441,False,1.2.0.5
Art of Quality GmbH,2015-04-23T07:22:09.83Z,Isolates a test fixture by loading it in its own app domain.,F2F.Testing.AppDomainIsolation,False,1899-12-31T16:00:00-08:00,False,False,AppDomain isolation for test fixtures,"aoq,f2f,testing,appdomain,isolation",-1,False,1.0.13
AdDuplex,2015-04-23T08:23:41.427Z,AdDuplex (cross-promotion network for Windows Phone and Windows 8 apps) SDK for XAML based Windows Phone apps.,AdDuplexWP8,False,2016-06-22T00:57:32.01-07:00,True,False,,"adduplex,ads,advertising,wp,windows,phone,wp7,wp8",24635,False,9.0.0.6
Chris McKelt,2015-04-22T10:06:49.033Z,A HTTP request gatekeeper based on LINQ validation rules,WebMinder,False,2015-12-11T06:22:42.107-08:00,True,False,A HTTP request gatekeeper based on LINQ validation rules,HTTP,7444,False,1.0.0.7
Mackey Kinard,2015-04-23T06:15:00.997Z,Ajax Gateway Web Application Toolkit - Host Services - 0.0.1.1-beta,AjaxGateway.Host,True,1899-12-31T16:00:00-08:00,False,False,The owin gateway provides cross-platform hosted application services and supports AJAX-RPC 1.0 and REST remote services via a single service root url,"Owin,Ajax,Gateway,DuoCode,Remoting,REST,JSON,RPC,XML",29898,False,0.0.1.1-beta
Art of Quality GmbH,2015-04-23T07:19:01.497Z,The base class TestFixture provides a registry for test features which are automatically disposed after each test case.,F2F.Testing.NUnit,False,2016-10-06T07:21:03.453-07:00,True,False,Basic test features for NUnit,"aoq,f2f,testing,nunit",2947,False,1.0.13
