authors,created,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
Chillisoft,2014-07-24T04:02:35.187Z,Habanero.Testability,Habanero.Testability,True,2017-04-19T21:02:28.027-07:00,True,False,,,158245,False,3.9.272-prerelease
"Paralect,Source Code Partners",2014-07-24T08:52:09.23Z,A library for interfacing with the JobManager API and messaging system.,JobManager.SDK,False,2017-08-07T13:22:59.843+00:00,True,False,,,20127,False,1.0.5.39
Nexul Software LLC,2014-07-24T22:51:24.303Z,An Azure storage provider implementation for Candor.Security base providers.  This code is open source.,Candor.Security.AzureStorageProvider,False,2016-03-12T09:01:51.97-08:00,True,False,,"Candor,WindowsAzure,Azure,Security,UserProvider",3199,False,2.3.1
Nexul Software LLC,2014-07-24T22:54:47.987Z,A Common.Logging factory adapter targeting Azure Table Storage.,Candor.WindowsAzure.Logging.Common,False,2015-09-29T22:37:20.937-07:00,True,False,,"Candor,WindowsAzure,Azure",2450,False,1.0.4
Hibernating Rhinos,2014-07-24T13:55:35.873Z,RavenDB embedded database,RavenDB.Bundles.IndexReplication,False,2018-02-22T21:29:30.903+00:00,True,False,,"nosql,ravendb,raven,document,database,bundles",115978,True,2.5.2908
Cameron VanHouzen,2014-07-24T16:09:25.62Z,A utility library containing various diagnostic functions for process cpu and memory usage as well as file backup.,Checkered,False,2014-08-28T11:21:35.803-07:00,True,False,,,1680,False,0.1.0.1
Ninny,2014-07-24T01:25:08.863Z,Common Library for all front-site and services-site using.,MMQ.CommonLibrary,False,2016-06-20T19:20:08.323-07:00,True,False,,,102571,False,0.0.83
"Sergey Shandar,Boost",2014-07-23T19:39:09.147Z,boost_prg_exec_monitor-vc110,boost_prg_exec_monitor-vc110,True,2018-01-02T05:41:17.99+00:00,True,False,,,7237,False,1.56.0-b1
jhfrench/bootstrap-tree,2014-07-24T03:58:46.59Z,JavaScript and LESS/CSS for creating Bootstrap-themed trees (to display hierarchical data).,bootstrap.tree,False,2014-07-23T20:58:46.59-07:00,True,False,,"bootstrap,tree",10304,False,1.0.2
Jason Jarrett,2014-07-24T13:01:55.583Z,TypeScript Definitions (d.ts) for globalize. Generated based off the DefinitelyTyped repository [git commit: 57a52370954ceaec9ddd1ac670bc3c0cb91e6147]. http://github.com/DefinitelyTyped,globalize.TypeScript.DefinitelyTyped,False,2016-06-18T21:04:44.21-07:00,True,False,,"TypeScript,JavaScript",32819,False,0.1.1
Ninny,2014-07-24T07:24:58.683Z,For Token checking,MMQ.TokenLibrary,False,2016-08-09T01:01:11.96-07:00,True,False,,,6455,False,0.0.2
