authors,created,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
Gordon Watts,2014-10-05T18:53:01.883Z,"Part of the ROOT.NET library that allows you to access the C++ ROOT data anlaysis pacakge (http://root.cern.ch) from .NET languages. Contains libGpadWrapper.dll libGrafWrapper.dll libGraf3dWrapper.dll, and is only built for this version of root!",ROOT.NET.Graphing,False,2016-07-12T23:46:49.793-07:00,True,False,ROOT.NET wrappers for libGpadWrapper.dll libGrafWrapper.dll libGraf3dWrapper.dll,"ROOT,Data,Analysis,Science",6488,False,5.34.20.4
Matthias Ludwig,2014-10-06T07:28:34.517Z,This is the Socket.IO Client Library for C#.,SocketIoClientDotNet,False,2018-04-16T08:24:06.533+00:00,True,False,"This library supports all of the features the JS client does, including events, options and upgrading transport. SocketIoClientDotNet has a similar api to those of the JavaScript client.",socket.io.client,127711,False,0.9.4
"XAct Software Solutions,Inc.",2014-10-05T13:24:17.857Z,"An XActLib assembly: a Common library of UI Layer code, that is UI-Framework Agnostic.",XAct.UI,False,2017-02-08T17:58:04.79-08:00,True,False,,"XAct,XActLib",100153,False,0.0.4803
"XAct Software Solutions,Inc.",2014-10-05T12:59:44.107Z,"An XActLib Assembly: library for handling SMTP, etc.",XAct.Net,False,2017-02-09T01:57:38.93+00:00,True,False,,"XAct,XActLib",44041,False,0.0.4803
cdmdotnet Limited,2014-10-06T09:09:34.213Z,Components for implementing the event store using Azure DocumentDB for the Cqrs package,Cqrs.Azure.DocumentDb,True,2018-03-29T02:22:52.62+00:00,True,False,,,45390,False,1.500.255.153-preview
"XAct Software Solutions,Inc.",2014-10-05T12:54:30.787Z,"An XActLib Assembly: an implementation of the Markdown service contracts defined in XAct.IO.Transformations.Markdown, using the MarkdownDeep library.",XAct.IO.Transformations.MarkDown.MarkdownDeep,False,2015-11-02T03:31:31.307-08:00,True,False,,"XAct,XActLib",54665,False,0.0.4803
JBaltika,2014-10-06T13:04:49.363Z,The 'label' concept extending existing Sitecore CMS,Minion.Sitecore.LabelsAndSettings,False,1899-12-31T16:00:00-08:00,False,False,,"Minion,Sitecore,Labels,CMS",1401,False,1.0.6
"XAct Software Solutions,Inc.",2014-10-05T13:22:07.807Z,An XActLib Assembly: library for the management of Tags.,XAct.Tags.PCL,False,2017-02-08T17:58:06.557-08:00,True,False,,"XAct,XActLib",28276,False,0.0.4803
cdmdotnet Limited,2014-10-06T09:10:51.463Z,Uml templates for a lightweight framework to help write CQRS and Eventsourcing applications in C#,Cqrs.Modelling,False,2018-03-29T02:24:22.753+00:00,True,False,,,46070,False,1.500.255.153
"XAct Software Solutions,Inc.",2014-10-05T12:50:04.143Z,"An XActLib Assembly: library for working with Zip Packages (Compression + Structure). A poor man's Zip Solution, that requires no external assemblies beyond .NET. See DotNetZip for better functionality.",XAct.IO.Compression.ZipPackage,False,2017-02-08T17:57:22.977-08:00,True,False,,"XAct,XActLib",90851,False,0.0.4803
Framework One,2014-10-06T08:26:18.497Z,The module required to run CloudCore-based work-flow and scheduled tasks.,CloudCore.VirtualWorker,False,2018-04-10T10:17:47.197+00:00,True,False,,,47479,False,2.0.89
Samuel Bamgboye,2014-10-06T04:45:07.987Z,Make Private The Configuration Data You Don't Want To Commit,ConfigJson,False,2014-11-23T18:31:00.34-08:00,True,False,Make Private The Configuration Data You Don't Want To Commit,"configuration,.net,setup,json,config,file",1616,False,1.0.1
Erik Källén,2014-10-05T15:29:04.337Z,This package contains file necessary to develop plugins for the Saltarelle C# to Javascript compiler. This package is NOT needed during normal usage.,Saltarelle.Compiler.ExtensibilityDevelopment,False,2015-07-29T07:13:48.813-07:00,True,False,,,4243,False,2.6.0
AngularJS Team(http://angularjs.org),2014-10-06T13:31:14.193Z,Based on AngularJS 1.2.26. Bundled & Minified .js File.,AngularJS.Bundled,False,2014-10-06T07:22:08.527-07:00,True,False,"AngularJS. HTML enhanced for web apps!AngularJS.Core contains the core Angular files and the angular.mocks for unit testing. Includes angular.js, angular-animate.js, angular-cookies.js, angular-loader.js, angular-resource.js, angular-route.js, angular-sanitize.js, angular-touch.js","angular,angularjs",11702,False,1.2.26
"XAct Software Solutions,Inc.",2014-10-05T13:18:31.993Z,"An XActLib Assembly:an implementation of HostSettings that retrieves cached settings from a database, falling back to AppSettings if required.",XAct.Settings.Persistence.Db,False,2017-02-09T01:57:59.837+00:00,True,False,,"XAct,XActLib",55797,False,0.0.4803
