authors,created,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
"XAct Software Solutions,Inc.",2012-08-05T23:38:33.123Z,"An XActLib assembly: a library of code common to workflow control (WWF, K2, etc.)",XAct.Workflows,False,2017-02-09T01:58:16.213+00:00,True,False,,"XAct,XActLib",87489,False,0.0.573
Punit Ganshani,2012-08-06T15:00:01.177Z,dI.Hook is a Hook Repository or Container Framework that allows making a component run-time rather than compile time using Dependency Injection.,dI.Hook.dll,False,1899-12-31T16:00:00-08:00,False,False,,"c#,dependency,injection,container,repository,hook,configuration,invoke,parallel,dynamic",-1,False,1.0.0
"Steffen Forkmann,Daniel Mohl,Tomas Petricek,Ryan Riley,Mauricio Scheffer,Phil Trelford",2012-08-04T08:56:22.487Z,"FSharpx is a library for the .NET platform implementing general functional constructs on top of the F# core library. Its main target is F# but it aims to be compatible with all .NET languages wherever possible.

This library provides common features for working with HTTP applications.",FSharpx.Http,False,2013-09-24T02:12:04.473-07:00,True,False,"FSharpx is a library for the .NET platform implementing general functional constructs on top of the F# core library. Its main target is F# but it aims to be compatible with all .NET languages wherever possible.

This library provides common features for working with HTTP applications.","fsharp,csharp,interop,monad,iteratee,validation,bytestring,testing",48260,False,1.6.5
"Xtensive LLC,Alexander Ovchinnikov",2012-08-06T12:34:32.79Z,Adds integration with ASP.NET for DataObjects.Net-powered projects,Xtensive.Orm.Web,False,2015-01-30T11:26:37.08+00:00,True,False,Integration DataObjects.net and ASP.NET,"DataObjects.Net,Extensions,Persistence,ORM,ASP.NET",10352,False,4.5.3
Cristian Libardo,2012-08-03T15:33:39.823Z,Configures SQLite database connection string on an N2 CMS site.,N2CMS.SQLite.x86,False,2013-07-28T15:32:42.553-07:00,True,False,,"N2,CMS",13822,False,2.3.1
Alex Sorokoletov,2012-08-04T00:26:22.393Z,"Easy way to launch Maps app from your own Windows 8 application using protocol activation
Details here: 
http://dreamteam-mobile.com/blog/2012/06/launch-maps-application-in-windows-8-csharp",Windows8.MapsHelper,False,2012-09-30T06:02:05.693-07:00,True,False,"Launch Maps app from your own Windows 8 application, at specific zoom, location, view.
Similar to BingMapsTask",,1746,False,0.3.0
GeertvanHorrik,2012-08-03T12:44:22.497Z,Catel.Core library which includes the DataObjectBase class.,Catel.Core,True,2018-04-16T10:11:44.76+00:00,True,False,,"mvvm,data,object,wpf,c#,ioc,servicelocator",243137,True,3.2.1208031437-beta
"XAct Software Solutions,Inc.",2012-08-05T23:37:44.963Z,"An XActLib assembly: a library of Common Code for the UI layer of a web application, without being specific to WebForms, MVC or other UI framework",XAct.UI.Web,False,2017-02-09T01:58:13.633+00:00,True,False,,"XAct,XActLib",101903,False,0.0.573
bertt,2012-08-03T18:42:45.51Z,a client api for geoserver.nl,Geoserver.Client,False,1899-12-31T16:00:00-08:00,False,False,,,1341,False,1.0.1
Hibernating Rhinos,2012-08-06T09:09:43.367Z,"This package let you include RavenDB embedded in your asp.net application. RavenDB is a document database for the .NET/Windows platform, offering a flexible data model design to fit the needs of real world systems.",RavenDB.AspNetHost,True,2018-02-22T21:28:46.793+00:00,True,False,This package let you include RavenDB embedded in your Asp.Net web application.,"nosql,ravendb,raven,document,database,embedded",123933,True,1.2.2058-Unstable
magnitudo,2012-08-06T00:16:41.56Z,Quiz engine,AutomaterRu.QuizEngine.dll,False,2012-11-25T03:39:22.037-08:00,True,False,,quiz,2408,False,1.1.1.208
"XAct Software Solutions,Inc.",2012-08-05T23:38:47.603Z,An XActLib assembly: a library containing services for controling K2 from an MVC or other app.,XAct.Workflows.K2.Client,False,2012-11-11T02:47:48.753-08:00,True,False,,"XAct,XActLib",35323,False,0.0.573
Castle Project Contributors,2012-08-05T09:22:48.09Z,Castle Windsor logging facility lets you easily inject loggers into your components. It offers integration with most popular 3rd party logging frameworks like NLog and log4net (available as separate packages: Castle.Windsor-nlog and Castle.Windsor-log4net).,Castle.LoggingFacility,False,2017-09-28T12:17:19.193+00:00,True,False,,"castle,windsor,inversionOfControl,DependencyInjection,logging,log4net,nlog",636372,False,3.1.0
