authors,created,days_abandoned,days_alive,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
2TakarDeveloper,2018-03-23T12:22:15.53Z,24,28,Object API Assistant is developed for Object oriented API calls . No need to worry about JSON parsing.,iQuantile.DotLib.OAA,False,2018-03-27T11:11:54.203+00:00,True,False,,"API,OOP",264,False,0.0.1
Håkan Edling,2018-03-23T12:22:41.25Z,28,28,Core package for Piranha CMS for NetStandard.,Piranha,False,2018-03-23T12:22:41.25+00:00,True,False,,"cms,mvc,aspnetcore,netstandard",2504,False,4.3.0
Håkan Edling,2018-03-23T12:22:41.25Z,28,28,Core package for Piranha CMS for NetStandard.,Piranha,False,2018-03-23T12:22:41.25+00:00,True,False,,"cms,mvc,aspnetcore,netstandard",2504,False,4.3.0
2TakarDeveloper,2018-03-23T12:22:15.53Z,24,28,Object API Assistant is developed for Object oriented API calls . No need to worry about JSON parsing.,iQuantile.DotLib.OAA,False,2018-03-27T11:11:54.203+00:00,True,False,,"API,OOP",264,False,0.0.1
Maris Krivtezs,2018-03-23T12:17:41.177Z,2,28,View Engine which enables feature folder support for MVC (prior .NET Core).,FeaturesViewEngine,False,2018-04-18T07:53:35.347+00:00,True,False,View Engine which enables feature folder support for MVC (prior .NET Core).,"ASP.NET,MVC",452,False,1.1.3
Maris Krivtezs,2018-03-23T12:17:41.177Z,2,28,View Engine which enables feature folder support for MVC (prior .NET Core).,FeaturesViewEngine,False,2018-04-18T07:53:35.347+00:00,True,False,View Engine which enables feature folder support for MVC (prior .NET Core).,"ASP.NET,MVC",452,False,1.1.3
Igor.Gateway.Dtos,2018-03-23T12:13:43.31Z,1,28,Package Description,Igor.Gateway.Dtos,True,2018-04-19T21:16:54.77+00:00,True,False,,,35790,False,4.1.0-prerelease1279
Artem Sokolov,2018-03-23T12:15:47.69Z,27,28,An interface library to support writing custom event sources for Harp system,Harp.Platform.EventSource.Abstractions,False,2018-03-24T20:17:00.613+00:00,True,False,,,211,False,1.0.0
Artem Sokolov,2018-03-23T12:15:47.69Z,27,28,An interface library to support writing custom event sources for Harp system,Harp.Platform.EventSource.Abstractions,False,2018-03-24T20:17:00.613+00:00,True,False,,,211,False,1.0.0
Igor.Gateway.Dtos,2018-03-23T12:13:43.31Z,1,28,Package Description,Igor.Gateway.Dtos,True,2018-04-19T21:16:54.77+00:00,True,False,,,35790,False,4.1.0-prerelease1279
peter,2017-09-04T12:43:52.193Z,29,228,32feet.NET is an open-source project to make Bluetooth networking easily accessible from .NET code across platforms.,InTheHand.Devices.Bluetooth,True,2018-03-22T15:46:41.633+00:00,False,False,32feet.NET is an open-source project to make Bluetooth networking easily accessible from .NET code across platforms.,"bluetooth,uwp,ios,android,windows",589,True,4.0.1709.4-alpha
Robert McNeel and Associates,2018-03-23T12:13:07.557Z,3,28,RhinoWindows and Eto.Wpf,RhinoWindows,True,2018-04-17T23:28:59.993+00:00,True,False,,,1078,False,7.0.18072.3575-wip
Peter Foot,2018-03-08T23:28:57.067Z,35,43,Wrapper for Visual Studio AppCenter to support the legacy Xamarin Insights API,InTheHand.AppCenter.Insights,False,2018-03-16T22:16:02.22+00:00,False,False,,,1008,True,1.5.0
Robert McNeel and Associates,2018-03-23T12:12:34.307Z,3,28,Rhino3dmIO is a .NET toolkit for reading and writing 3dm files,Rhino3dmIO.iOS,True,2018-04-17T23:28:49.447+00:00,True,False,,rhino3d,1840,False,7.0.18072.3575-wip
Robert McNeel and Associates,2018-03-23T12:12:53.103Z,3,28,RhinoCommon is the cross-platform .NET plugin SDK for Rhino,RhinoCommon,True,2018-04-17T23:28:55.51+00:00,True,False,,rhino3d,6236,False,7.0.18072.3575-wip
Robert McNeel and Associates,2018-03-23T12:12:09.383Z,3,28,Rhino3dmIO is a .NET toolkit for reading and writing 3dm files,Rhino3dmIO.Desktop,True,2018-04-17T23:28:34.15+00:00,True,False,,rhino3d,1953,False,7.0.18072.3575-wip
