authors,created,days_abandoned,days_alive,description,id,is_prerelease,last_updated,listed,missing_info,summary,tags,total_downloads,verified,version
CodeConsults,2017-05-11T08:00:15.433Z,24,344,CodeConsults.Models,CodeConsults.Models,False,2018-03-27T07:14:02.137+00:00,False,False,,,5170,False,1.1.27
CodeConsults,2017-05-11T08:00:15.433Z,24,344,CodeConsults.Models,CodeConsults.Models,False,2018-03-27T07:14:02.137+00:00,False,False,,,5170,False,1.1.27
"Dox Sweden AB,Jovan Paskota",2017-05-11T07:57:07.513Z,144,344,Description,Concode.Common.Web,False,2017-11-27T10:08:11.543+00:00,True,False,,Dox,3927,False,1.3.1
"Dox Sweden AB,Jovan Paskota",2017-05-11T07:57:07.513Z,144,344,Description,Concode.Common.Web,False,2017-11-27T10:08:11.543+00:00,True,False,,,3927,False,1.3.1
Ranorex GmbH,2017-05-11T07:56:20.42Z,16,344,Package that integrates Jira functionality into the Ranorex system.,Ranorex_JiraIntegration,False,2018-04-04T12:57:02.203+00:00,True,False,,"Ranorex,Jira",1384,False,7.0.1
Redpoint Games,2017-05-11T07:54:29.693Z,460,344,This is a modified version of MonoGame that is used in Protogame.,MonoGame.Framework.Redpoint,True,2017-01-15T04:39:03.117+00:00,True,False,,"platforms=MacOS,type=library,commit=5b604004d28bde7c6f1c70f5ec4102a29b4bb56a,git=https://github.com/RedpointGames/MonoGame",53641,False,0.0.0-SHA4a522060359536318fa25e9f00d21c60ee083e8b
Redpoint Games,2017-05-11T07:54:56Z,460,344,This is a modified version of MonoGame that is used in Protogame.,MonoGame.Framework.Redpoint,True,2017-01-15T04:39:03.117+00:00,True,False,,"platforms=Android,type=library,commit=5b604004d28bde7c6f1c70f5ec4102a29b4bb56a,git=https://github.com/RedpointGames/MonoGame",53641,False,0.0.0-SHA64a88bcddfeea5aa2b94da7d487c6cf71e2f98f1
Redpoint Games,2017-05-11T07:54:41.527Z,460,344,This is a modified version of MonoGame that is used in Protogame.,MonoGame.Framework.Redpoint,True,2017-01-15T04:39:03.117+00:00,True,False,,"platforms=iOS,type=library,commit=5b604004d28bde7c6f1c70f5ec4102a29b4bb56a,git=https://github.com/RedpointGames/MonoGame",53641,False,0.0.0-SHA35bb7bbce36069f0508e1014b0b91a6c474fcec0
BusterWood,2017-05-11T07:51:36.07Z,73,344,"A convention-based object cloner, object-object mapper (like AutoMapper), DbDataReader to object mapper, object to command data parameter mapper, etc.",BusterWood.Mapper,False,2018-02-06T11:43:01.577+00:00,True,False,,,4224,False,6.7.0
sergei.snitko,2017-05-11T07:46:05.717Z,150,344,"SharePoint CommandLine Deploy


The library for command line usage of SharePoint applications for deploy/retract/execute custom solutions based on CSOM (or SPMeta2 CSOM) console applications

The solution that helps to execute custom code for SharePoint 2013/2016/Online based on console application (command line arguments) on different stages like deploy, retract or execute

The main idea of the solution is to help to execute custom code in SharePoint in different situations and solutions and to standardize for similar solutions
---
The project and details on github - https://github.com/sergeisnitko/sp-cmd-deploy",sp-cmd-deploy,False,2017-11-21T11:31:37.007+00:00,True,False,"SharePoint CommandLine Deploy

The library for command line usage of SharePoint applications for deploy/retract/execute custom solutions based on CSOM (or SPMeta2 CSOM) console applications

The solution that helps to execute custom code for SharePoint 2013/2016/Online based on console application (command line arguments) on different stages like deploy, retract or execute

The main idea of the solution is to help to execute custom code in SharePoint in different situations and solutions and to standardize for similar solutions

---
The project and details on github - https://github.com/sergeisnitko/sp-cmd-deploy","SharePoint,SP2013,SPO,SharePointOnline,O365,Office365,Office365Dev,Provision,SPMeta2,ARVO,SPF,SPFlow",1856,False,1.0.9
